participant_id	X3rd_Ventricle	X4th_Ventricle	X5th_Ventricle	Brain_Stem	BrainSeg	BrainSegVol	BrainSegVol_to_eTIV	BrainSegVolNotVent	BrainSegVolNotVentSurf	CC_Anterior	CC_Central	CC_Mid_Anterior	CC_Mid_Posterior	CC_Posterior	CortexVol	CorticalWhiteMatterVol	CSF	EstimatedTotalIntraCranialVol	Laccumb	Lamyg	Lcaud	Left_Cerebellum_Cortex	Left_Cerebellum_White_Matter	Left_choroid_plexus	Left_Inf_Lat_Vent	Left_Lateral_Ventricle	Left_non_WM_hypointensities	Left_VentralDC	Left_vessel	Left_WM_hypointensities	lhCortexVol	lhCorticalWhiteMatterVol	Lhippo	lhSurfaceHoles	Lpal	Lput	LSurfArea	Lthal	LThickness	MaskVol	MaskVol_to_eTIV	non_WM_hypointensities	Optic_Chiasm	Raccumb	Ramyg	Rcaud	rhCortexVol	rhCorticalWhiteMatterVol	Rhippo	rhSurfaceHoles	Right_Cerebellum_Cortex	Right_Cerebellum_White_Matter	Right_choroid_plexus	Right_Inf_Lat_Vent	Right_Lateral_Ventricle	Right_non_WM_hypointensities	Right_VentralDC	Right_vessel	Right_WM_hypointensities	Rpal	Rput	RSurfArea	Rthal	RThickness	SubCortGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	SurfaceHoles	TotalGrayVol	WM_hypointensities	L_bankssts_surfarea	L_bankssts_thickavg	L_caudalanteriorcingulate_surfarea	L_caudalanteriorcingulate_thickavg	L_caudalmiddlefrontal_surfarea	L_caudalmiddlefrontal_thickavg	L_cuneus_surfarea	L_cuneus_thickavg	L_entorhinal_surfarea	L_entorhinal_thickavg	L_frontalpole_surfarea	L_frontalpole_thickavg	L_fusiform_surfarea	L_fusiform_thickavg	L_inferiorparietal_surfarea	L_inferiorparietal_thickavg	L_inferiortemporal_surfarea	L_inferiortemporal_thickavg	L_insula_surfarea	L_insula_thickavg	L_isthmuscingulate_surfarea	L_isthmuscingulate_thickavg	L_lateraloccipital_surfarea	L_lateraloccipital_thickavg	L_lateralorbitofrontal_surfarea	L_lateralorbitofrontal_thickavg	L_lingual_surfarea	L_lingual_thickavg	L_medialorbitofrontal_surfarea	L_medialorbitofrontal_thickavg	L_middletemporal_surfarea	L_middletemporal_thickavg	L_paracentral_surfarea	L_paracentral_thickavg	L_parahippocampal_surfarea	L_parahippocampal_thickavg	L_parsopercularis_surfarea	L_parsopercularis_thickavg	L_parsorbitalis_surfarea	L_parsorbitalis_thickavg	L_parstriangularis_surfarea	L_parstriangularis_thickavg	L_pericalcarine_surfarea	L_pericalcarine_thickavg	L_postcentral_surfarea	L_postcentral_thickavg	L_posteriorcingulate_surfarea	L_posteriorcingulate_thickavg	L_precentral_surfarea	L_precentral_thickavg	L_precuneus_surfarea	L_precuneus_thickavg	L_rostralanteriorcingulate_surfarea	L_rostralanteriorcingulate_thickavg	L_rostralmiddlefrontal_surfarea	L_rostralmiddlefrontal_thickavg	L_superiorfrontal_surfarea	L_superiorfrontal_thickavg	L_superiorparietal_surfarea	L_superiorparietal_thickavg	L_superiortemporal_surfarea	L_superiortemporal_thickavg	L_supramarginal_surfarea	L_supramarginal_thickavg	L_temporalpole_surfarea	L_temporalpole_thickavg	L_transversetemporal_surfarea	L_transversetemporal_thickavg	R_bankssts_surfarea	R_bankssts_thickavg	R_caudalanteriorcingulate_surfarea	R_caudalanteriorcingulate_thickavg	R_caudalmiddlefrontal_surfarea	R_caudalmiddlefrontal_thickavg	R_cuneus_surfarea	R_cuneus_thickavg	R_entorhinal_surfarea	R_entorhinal_thickavg	R_frontalpole_surfarea	R_frontalpole_thickavg	R_fusiform_surfarea	R_fusiform_thickavg	R_inferiorparietal_surfarea	R_inferiorparietal_thickavg	R_inferiortemporal_surfarea	R_inferiortemporal_thickavg	R_insula_surfarea	R_insula_thickavg	R_isthmuscingulate_surfarea	R_isthmuscingulate_thickavg	R_lateraloccipital_surfarea	R_lateraloccipital_thickavg	R_lateralorbitofrontal_surfarea	R_lateralorbitofrontal_thickavg	R_lingual_surfarea	R_lingual_thickavg	R_medialorbitofrontal_surfarea	R_medialorbitofrontal_thickavg	R_middletemporal_surfarea	R_middletemporal_thickavg	R_paracentral_surfarea	R_paracentral_thickavg	R_parahippocampal_surfarea	R_parahippocampal_thickavg	R_parsopercularis_surfarea	R_parsopercularis_thickavg	R_parsorbitalis_surfarea	R_parsorbitalis_thickavg	R_parstriangularis_surfarea	R_parstriangularis_thickavg	R_pericalcarine_surfarea	R_pericalcarine_thickavg	R_postcentral_surfarea	R_postcentral_thickavg	R_posteriorcingulate_surfarea	R_posteriorcingulate_thickavg	R_precentral_surfarea	R_precentral_thickavg	R_precuneus_surfarea	R_precuneus_thickavg	R_rostralanteriorcingulate_surfarea	R_rostralanteriorcingulate_thickavg	R_rostralmiddlefrontal_surfarea	R_rostralmiddlefrontal_thickavg	R_superiorfrontal_surfarea	R_superiorfrontal_thickavg	R_superiorparietal_surfarea	R_superiorparietal_thickavg	R_superiortemporal_surfarea	R_superiortemporal_thickavg	R_supramarginal_surfarea	R_supramarginal_thickavg	R_temporalpole_surfarea	R_temporalpole_thickavg	R_transversetemporal_surfarea	R_transversetemporal_thickavg	L_bankssts_gmvol	L_caudalanteriorcingulate_gmvol	L_caudalmiddlefrontal_gmvol	L_cuneus_gmvol	L_entorhinal_gmvol	L_frontalpole_gmvol	L_fusiform_gmvol	L_inferiorparietal_gmvol	L_inferiortemporal_gmvol	L_insula_gmvol	L_isthmuscingulate_gmvol	L_lateraloccipital_gmvol	L_lateralorbitofrontal_gmvol	L_lingual_gmvol	L_medialorbitofrontal_gmvol	L_middletemporal_gmvol	L_paracentral_gmvol	L_parahippocampal_gmvol	L_parsopercularis_gmvol	L_parsorbitalis_gmvol	L_parstriangularis_gmvol	L_pericalcarine_gmvol	L_postcentral_gmvol	L_posteriorcingulate_gmvol	L_precentral_gmvol	L_precuneus_gmvol	L_rostralanteriorcingulate_gmvol	L_rostralmiddlefrontal_gmvol	L_superiorfrontal_gmvol	L_superiorparietal_gmvol	L_superiortemporal_gmvol	L_supramarginal_gmvol	L_temporalpole_gmvol	L_transversetemporal_gmvol	R_bankssts_gmvol	R_caudalanteriorcingulate_gmvol	R_caudalmiddlefrontal_gmvol	R_cuneus_gmvol	R_entorhinal_gmvol	R_frontalpole_gmvol	R_fusiform_gmvol	R_inferiorparietal_gmvol	R_inferiortemporal_gmvol	R_insula_gmvol	R_isthmuscingulate_gmvol	R_lateraloccipital_gmvol	R_lateralorbitofrontal_gmvol	R_lingual_gmvol	R_medialorbitofrontal_gmvol	R_middletemporal_gmvol	R_paracentral_gmvol	R_parahippocampal_gmvol	R_parsopercularis_gmvol	R_parsorbitalis_gmvol	R_parstriangularis_gmvol	R_pericalcarine_gmvol	R_postcentral_gmvol	R_posteriorcingulate_gmvol	R_precentral_gmvol	R_precuneus_gmvol	R_rostralanteriorcingulate_gmvol	R_rostralmiddlefrontal_gmvol	R_superiorfrontal_gmvol	R_superiorparietal_gmvol	R_superiortemporal_gmvol	R_supramarginal_gmvol	R_temporalpole_gmvol	R_transversetemporal_gmvol	AvgThickness	TSurfArea
sub-0122	1179.4	1563.9	22.9	18226.1	1184880	1184880	0.756372	1161770	1161544.53	967.1	485.2	472.7	426.9	982.3	527588.4305	459046.0997	1407.7	1566530.972	505.9	1577.1	3719.6	43493.7	13569.3	1139.6	174.8	8064.5	0	3874.4	25.3	0	264293.7289	226634.7543	4354.4	39	1539.6	6587.7	85821.6	7895.5	2.65698	1701854	1.086384	10.6	139.8	587.7	1477.4	3807.4	263294.7016	232411.3453	4196.7	61	45226.2	13237.4	1741.4	347.1	7948.2	0	3736.8	65.9	0	1374.3	6158.8	87806.3	7465.9	2.60716	60712	1068533.53	1049366.53	1047467	100	676560.4305	857.1	855	2.519	696	3.111	2825	2.913	1215	2.117	419	3.212	182	2.918	2966	2.281	4246	2.768	2836	2.267	2447	3.15	1195	2.745	4805	2.201	3099	2.595	3166	1.965	2027	2.656	2850	3.065	1582	2.525	635	2.729	1899	2.939	716	3.128	1345	2.735	1377	1.846	4491	2.23	1326	2.907	4892	2.847	4110	2.65	787	2.877	5534	2.668	7549	3.136	5409	2.444	3788	2.9	3515	2.764	487	3.629	550	2.168	906	2.858	966	2.941	2834	2.842	1656	1.913	425	3.113	245	2.417	2371	2.504	5390	2.789	2959	2.657	2753	3.027	954	2.538	5036	2.315	2449	2.489	3544	1.966	1996	2.1	3454	2.887	1507	2.647	654	2.575	1575	2.852	670	2.87	1606	2.566	1620	1.894	3917	2.26	1444	2.658	4939	2.688	4278	2.655	740	2.944	5198	2.467	7231	2.913	6183	2.417	3557	2.856	3835	2.883	536	4.061	375	2.56	2177	2488	9135	2879	1966	881	8660	13989	7901	7842	3642	12561	8872	7226	6202	11548	4331	1996	6520	3114	4333	2552	11854	4276	15381	11838	2508	17661	27428	15452	13100	11177	2442	1430	2518	3158	9332	3599	1667	928	6904	17452	9485	8491	2593	14054	7231	7614	5238	13204	4347	2099	5152	2616	5021	2958	9820	3996	14419	11883	2558	15899	25280	16585	12336	12095	3040	1000	n/a	n/a
sub-0123	937.3	2190.6	4.3	19224.4	1029820	1029816	0.784484	1009117	1008630.648	895.5	463.1	383.6	454.9	962.6	402917.2708	422548.3769	1399.5	1312730.008	468.1	1505.4	3580.6	47308.3	15578.8	1351	129.9	7215.1	0	3776.6	24.8	0	200806.0896	210166.9117	3776.2	24	1745.9	5802.5	71328.9	7116.7	2.50059	1489838	1.134916	11.3	154	625.6	1201.2	3654.3	202111.1812	212381.4652	3863.8	25	49964.9	15983.9	1389.6	67.8	6568.9	0	3950.1	98.1	0	1489.1	5177.6	72787.1	6892.3	2.47168	56557	900573.6477	884110.6477	882436	49	555881.2708	1023.3	1123	2.428	826	2.976	1632	2.693	1305	1.835	334	3.224	172	2.707	2599	2.645	3757	2.437	2213	2.391	1786	2.968	851	2.741	4052	2.143	2222	2.637	2909	1.953	1475	2.266	2520	2.965	1212	2.187	607	2.684	1319	2.558	551	2.867	1012	2.714	1303	1.622	3641	2.126	1067	2.701	4636	2.534	3445	2.154	844	2.899	4195	2.634	6530	2.816	4916	2.128	3078	3.042	2524	2.81	339	4.136	333	2.502	716	2.549	588	2.85	1403	2.513	1415	1.929	317	2.766	243	2.825	2546	2.8	4528	2.545	2841	2.464	1766	3.132	781	2.481	3695	2.269	2101	2.497	2800	2.083	1972	2.301	2779	2.865	1533	2.259	642	2.415	1173	2.765	646	2.827	1162	2.612	1311	1.721	3192	2.021	1193	2.578	4546	2.554	3458	2.327	432	2.981	4531	2.32	6590	2.685	5636	2.131	2882	2.763	2785	2.778	358	3.527	226	2.405	2616	2737	4850	2692	1621	666	8144	10742	6353	5268	2369	9669	6277	6083	3489	9656	2798	1875	3820	2231	3212	2001	8977	2961	13107	8024	2775	12886	21132	11777	11399	7819	1937	853	1784	1805	3926	2974	1329	1060	7332	12806	7905	5466	2031	9198	5664	6164	5083	10360	3721	1757	3496	2647	3459	2073	7299	3193	12984	8550	1525	12964	21175	13841	9231	8647	1765	601	n/a	n/a
sub-0133	810.1	1760.1	3.9	20737.1	1252970	1252969	0.76545	1236071	1235532.059	884.7	545.8	566	532.2	1071.2	540758.1908	507397.8686	1452.9	1636904.072	692.2	1909.8	4822.9	47724.3	13260.8	1404.4	225.4	4901.9	0	3987.6	87.5	0	274566.3109	253823.9099	4384.9	29	2051.8	7045.8	91104.9	8114.1	2.66811	1808198	1.104645	20.7	178.1	970	1575	4773.6	266191.8799	253573.9588	4237.2	25	47100.2	13529.3	1355.2	90.4	5785.2	0	4170.1	159.3	0	1743.1	6360.8	91268.6	8323.2	2.57924	67412	1130869.059	1117693.059	1116118	54	702197.1908	1379.9	1348	2.585	643	2.924	2610	2.847	1505	1.981	437	4.405	252	2.589	3055	2.726	5232	2.525	3258	2.325	2446	3.208	1054	2.751	4869	2.187	2845	2.83	3163	2.067	2221	2.304	3231	2.897	1417	2.519	557	3.135	1812	3.018	705	2.667	1462	2.858	1066	1.628	4896	2.242	1209	2.614	5155	2.836	4420	2.748	828	3.201	6455	2.661	8059	3.049	5533	2.351	4267	3.086	4016	2.956	494	3.578	586	2.628	927	2.68	1355	2.619	2282	2.729	1823	2.003	362	3.573	280	2.626	3388	2.658	5747	2.863	2867	2.729	2411	3.702	737	3.101	5194	2.48	2783	2.54	3040	1.943	2097	2.143	3256	2.887	1584	2.589	847	2.296	1417	2.549	750	2.21	1473	2.47	1480	1.535	4328	2.113	1549	2.831	4736	2.577	4635	2.643	1013	2.693	6100	2.096	7551	2.817	6406	2.418	4011	2.895	4004	2.85	449	3.922	387	2.733	3418	2236	8621	3270	2421	1004	9475	15148	9091	7812	3088	12814	8760	6859	5791	12283	3952	2033	6082	2663	4947	1630	12132	3231	15545	12504	3141	20741	28870	14913	15272	13385	2656	1682	2436	4028	7376	4148	1872	1065	10353	18271	9312	8762	2333	14296	7880	6308	5530	12721	4161	2183	4032	2346	4332	2142	10091	4543	13597	12757	3242	15700	25033	17209	13237	12704	2464	1305	n/a	n/a
sub-0138	629.4	1802	0	24404	1129000	1129005	0.736258	1116695	1115746.111	851.2	628.5	923.4	627.2	854.1	448796.4591	473724.6519	576.7	1533435.817	697.6	1777	4107.6	47011.8	17494	1000.7	248.2	4238.6	0	4419.6	53.4	0	224781.1982	235909.1206	4214.6	67	1431.9	5921.9	83324.9	7936.8	2.40516	1596451	1.041094	14.7	264	803.2	1578.9	4045.4	224015.2609	237815.5312	4291.9	80	51348.3	16955.3	1155.5	162.2	3232.4	0	4150.9	144.5	0	1375.1	5217.7	84360.8	7837.5	2.36739	61990	995952.111	986276.111	985322	147	608775.4591	1359.5	1112	2.456	825	2.359	2820	2.714	1503	1.924	404	2.394	196	2.349	2829	2.485	3855	2.368	2834	2.457	2208	2.742	1042	2.899	5287	2.198	2621	2.19	3368	1.934	2004	1.952	2752	2.577	1285	2.493	698	2.45	1662	2.748	583	2.356	1280	2.469	1406	1.576	3651	1.956	1432	2.685	4500	2.637	3570	2.344	997	2.578	5356	2.355	7063	2.796	5624	2.129	3702	2.616	3919	2.695	443	2.926	497	1.951	788	2.423	679	2.442	1978	2.569	1857	1.765	442	2.451	280	2.761	2976	2.424	5254	2.478	2883	2.372	2132	2.747	1009	2.647	4816	2.235	2308	2.316	3310	2.167	1897	2.099	2680	2.375	1417	2.59	630	2.602	1340	2.494	648	2.248	1411	2.16	1523	1.662	3714	1.973	1299	2.551	5067	2.517	3986	2.404	495	2.362	5905	2.121	7916	2.716	5574	2.208	3331	2.509	3944	2.577	532	2.731	337	2.122	2740	1998	8616	3108	1511	651	7923	10239	8544	6170	3096	13328	6554	7111	4464	9320	3482	2045	5375	1915	3627	2028	8023	4233	13177	8944	3030	14884	23319	13223	11124	11523	1809	1084	1922	1877	5582	3440	1619	1163	8481	14658	8740	5830	2784	11782	6205	7729	4603	7774	3786	1875	3689	2017	3656	2372	8258	3652	13909	10214	1408	15234	25330	13481	10019	11269	2241	831	n/a	n/a
sub-0155	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1241	2.409	771	2.956	2651	3.046	1697	1.939	546	1.884	291	3.089	4034	2.202	6123	2.507	3233	2.141	2295	3.083	1209	3.02	5414	2.096	2738	2.545	3295	1.925	2392	2.32	3024	2.579	1534	2.722	734	2.464	1905	2.912	775	2.839	1531	2.704	1444	1.783	4015	2.177	1158	2.585	5691	2.757	4451	2.703	1017	3.066	7748	2.519	8149	3.053	5995	2.35	3869	2.803	3710	2.816	417	2.918	530	2.36	1194	2.413	928	2.783	2754	2.718	1880	2.136	417	2.289	282	2.607	2932	2.639	6451	2.692	2799	2.412	2241	3.075	1237	2.734	5504	2.334	2734	2.477	3611	2.054	2219	2.218	3583	2.287	1630	2.761	671	2.685	1506	2.651	952	2.512	1236	2.637	1751	1.804	4293	2.294	1234	2.653	5283	2.618	4723	2.714	974	2.573	6982	2.305	8555	2.934	5809	2.467	3486	2.574	3895	2.702	439	3.308	347	2.411	2995	2306	9029	3562	1119	1374	10154	17677	8143	7260	3967	13633	7672	7213	6589	10425	4560	2180	6345	2938	4982	2536	9843	3268	17336	13220	3626	23444	29406	15816	13173	11540	1748	1361	2896	3198	8672	4179	1162	1152	8557	19778	7948	6845	3572	14227	7381	7814	6235	10054	4907	2028	4532	3371	3996	2848	11501	3570	14958	13907	2895	20173	29469	16174	10924	11393	2262	1019	n/a	n/a
sub-0165	641.7	1043	0	21288.5	1151390	1151394	0.797727	1141758	1141449.093	957.5	617.5	521.3	537.1	1020.7	477726.0324	473115.0605	1058.2	1443343.262	616.7	1326.5	3985.9	48572.3	15114.6	651.7	36.2	3462.1	0	4343.7	62.7	0	241660.8686	236950.5832	4460.3	49	1732.5	6384.4	81618	8456.2	2.6715	1601896	1.109851	9.7	18.3	796.2	1415.2	3881.2	236065.1638	236164.4773	4252.4	58	49945	15240.2	847.3	116.3	2728.5	0	4321.3	61.4	0	1550.6	5827.9	81271	8274	2.61308	63795	1024181.093	1017034.093	1015008	107	638560.0324	2049.3	994	2.626	718	3.096	3267	2.825	1130	1.962	351	3.636	277	2.928	2984	2.57	4231	2.635	2534	2.523	2767	3.073	894	2.856	4032	2.265	2392	2.876	2659	1.881	1697	2.35	2964	2.85	1836	2.525	655	2.912	1694	2.546	683	2.755	1364	2.388	917	1.919	3731	2.277	1208	2.99	4995	2.779	3509	2.535	927	3.116	5235	2.621	7307	3.126	4696	2.458	4350	3.013	3593	2.795	428	4.116	601	2.321	952	2.828	769	2.789	2167	2.816	1278	1.925	547	2.909	252	2.847	2949	2.55	4865	2.868	3010	2.468	2548	3.257	961	2.315	3457	2.411	2265	2.745	2551	1.789	1766	2.676	3083	2.953	1642	2.64	653	2.633	1463	2.805	610	2.593	1598	2.507	1075	1.711	3806	2.181	1317	2.698	4814	2.72	3610	2.555	746	2.739	6255	2.294	6839	2.865	4962	2.42	3663	3	3935	2.84	525	3.125	339	2.558	2531	2250	10132	2527	1630	1151	8818	13027	7650	8129	2691	10527	6998	5283	4355	11063	5012	2234	4852	2391	3942	1522	9215	3666	15371	9439	3287	16029	25363	13103	15081	11048	2725	1513	2565	2445	6772	2692	2038	1091	8269	15556	8667	8200	2333	9275	6635	4895	5639	11507	4407	2025	4428	2103	4779	1801	8982	3691	14245	9618	2384	17595	22330	13517	12731	11937	2088	963	n/a	n/a
sub-0179	503.8	1380.2	0	17936	1006430	1006434	0.744999	996082	996326.2906	904	619.9	505.4	559.8	878.7	427679.4725	392316.8181	922.9	1350919.165	676.4	1547.4	3732.6	47094.8	12007.3	944.4	93.8	3332.4	0	3668.5	33.5	0	218537.0198	196239.4662	4014.1	73	1550.9	5944.4	73304.5	7670.8	2.60707	1426535	1.055974	11.7	59.8	629.4	1468	3755	209142.4527	196077.3519	3934.2	88	48052.2	12458	666.4	39.1	3012.5	0	3646.4	54.7	0	1367.5	5514.7	73268.2	6985	2.49169	58404	887691.2906	879833.2906	878136	161	580676.4725	759.5	900	2.701	439	2.994	1803	2.782	1442	1.94	346	2.693	203	2.916	2906	2.671	3931	2.531	2590	2.341	1940	3.13	826	2.841	3842	2.238	1809	2.83	2818	2.007	1902	2.369	2372	2.476	924	2.71	607	2.763	1618	2.822	558	2.605	1228	2.666	1285	1.656	3778	2.294	911	2.531	4327	2.813	3590	2.547	475	3.329	4768	2.533	6250	3.275	5206	2.311	3315	2.839	3601	2.998	412	2.67	381	2.339	902	2.576	710	2.775	1592	2.452	1419	2.034	438	2.926	297	2.527	2915	2.518	4845	2.688	2436	2.143	1948	2.966	787	2.558	3864	2.171	2277	2.563	2923	2.053	1649	2.412	2644	2.328	1218	2.598	564	2.507	1232	2.862	619	2.847	1394	2.391	1561	1.71	3325	2.204	1055	2.418	4615	2.762	3568	2.597	602	2.852	4238	2.275	5530	2.937	5057	2.352	3131	2.492	3229	2.725	377	3.38	307	2.498	2497	1361	5861	2935	1312	893	8728	11339	8052	6234	2504	10019	5815	6224	4808	7670	2695	2004	5469	2112	4081	1904	10006	2413	13491	9899	1744	14857	23527	13893	11417	12421	1703	1042	2343	2145	4659	3150	1840	1067	8150	14888	6214	6030	2100	9309	6310	6469	4688	7671	3442	1633	4346	2563	3995	2511	8455	2824	14299	10105	1927	12310	20132	13685	9362	9856	2175	867	n/a	n/a
sub-0207	648.9	1563.2	0	21319.2	1298250	1298247	0.76676	1282945	1282502.279	1136.4	498.7	512.7	565.9	1067.4	556099.7616	508681.5172	867.6	1693159.278	703.3	1821.3	4345.3	56945.8	16114.7	1363.4	358.6	5556.3	0	4522.8	34	0	277952.0903	255386.0409	4684.4	76	1712.6	6624.5	98631.5	9542.1	2.51298	1772383	1.04679	7.8	231.5	767.9	2082.4	4548	278147.6713	253295.4763	4431	95	60896	16263.4	1517.1	694.4	3343.6	0	4498.6	79.3	0	1741.5	6297.1	97680.6	8851.4	2.5353	69606	1149090.279	1136469.279	1134670	171	742481.7616	1512.4	1356	2.437	640	2.764	2930	2.857	2278	1.997	410	2.869	261	3.192	3062	2.444	6057	2.491	2795	2.097	2218	3.37	1295	2.647	5607	2.066	2931	2.503	3943	2.029	2079	2.687	3409	2.334	1635	2.708	767	2.825	2285	2.685	742	2.386	1740	2.426	2043	1.806	4566	2.106	1452	2.791	6054	2.712	3980	2.66	890	3.066	7202	2.445	8660	2.997	5968	2.24	4284	2.688	4131	2.658	501	3.538	458	2.256	1072	2.72	1049	2.72	2658	2.59	2066	2.137	352	3.313	343	2.551	3579	2.609	6205	2.717	3536	2.366	2298	3.318	1146	2.555	5300	2.295	2819	2.529	3338	2.136	2164	2.344	3601	2.713	1815	2.749	837	2.495	1500	2.735	867	2.502	1815	2.509	2031	1.588	4562	2.157	1531	2.737	5763	2.66	4345	2.739	764	2.665	7711	2.208	7561	2.802	6037	2.348	4102	2.988	3935	2.602	515	3.905	465	2.084	3451	1876	8952	4861	1665	1241	8458	17710	7113	7602	3730	13193	8020	8819	6580	10254	4603	2563	7244	2407	4958	3440	10854	4341	17504	11577	3003	20971	30008	14928	13618	12068	2952	1106	2850	3424	7725	4629	1536	1207	10555	19059	9993	7791	3190	13234	8099	7485	6261	12278	5434	2320	4683	3126	5580	2823	11090	4732	16838	12654	2139	20534	24923	16048	14417	11155	2597	1067	n/a	n/a
sub-0213	544.7	1434.1	3.2	20618.3	1002260	1002265	0.776702	988951	988524.5281	799.1	433.2	435.9	443.4	1095.5	417099.4693	386510.0588	649.3	1290412	575.8	1621.5	3601.4	48354.2	15703.5	1104.4	272.8	4779.2	0	4134.3	88.9	0	209767.4967	193141.6104	4044.7	45	1489.2	5626.8	71513.3	7298.5	2.59839	1394456	1.080629	5.2	257.3	728.4	1788.6	3628.8	207331.9726	193368.4484	4249.6	35	49539.2	14973.2	1230.4	190.2	3746.3	0	4256.1	92.1	0	1388.9	4775.8	71993.9	6805.1	2.54872	57849	874062.5281	863078.5281	861767	80	572365.4693	675.3	926	2.886	481	3.038	2243	2.858	1273	1.946	416	2.556	204	3.277	3108	2.381	3897	2.568	2805	2.543	1920	3.247	970	2.493	4265	2.085	1893	2.486	2760	2.141	1353	2.513	2711	2.699	1187	2.595	651	2.925	1668	2.853	577	3.015	1097	2.583	1183	1.963	3521	2.123	945	2.665	3854	2.749	3071	2.52	744	3.262	4653	2.641	5529	3.173	4278	2.23	3003	2.859	3522	2.757	463	3.835	342	2.406	914	2.719	743	2.859	1665	2.719	1217	2.016	308	3.302	248	2.649	2797	2.606	4717	2.639	2647	2.517	1910	3.247	757	2.473	4054	2.434	2191	2.491	2993	2.083	1570	2.127	2664	2.803	1177	2.61	648	2.691	1173	2.936	694	2.484	1204	2.545	1416	1.811	3578	2.111	977	2.868	4209	2.78	3385	2.415	688	3.175	4493	2.294	5451	2.772	4625	2.253	3179	2.87	2901	2.725	514	3.964	287	2.375	2500	1647	7195	2721	1443	962	8591	11923	8952	6302	2559	10520	5212	6806	3811	8968	3302	2303	5302	2226	3329	2265	8509	2727	11233	8653	2764	14062	19980	10657	10048	10953	2792	824	2389	2527	5460	2736	1346	964	8035	14134	8458	6063	1939	11056	5923	6485	4051	9393	3256	1928	3839	2492	3658	2422	8484	2945	12394	9018	2510	12708	17620	11609	10932	8669	2930	758	n/a	n/a
sub-0217	708.2	1205.2	14.1	18079.3	1088460	1088461	0.752894	1079057	1078580.903	952.2	660.1	537	584.3	1039.2	450518.1717	441501.7315	1081.7	1445703.299	688	1670.7	3773.5	50065.5	14171.8	497.7	70.1	2923	0	3792.6	57.4	0	226826.8163	222409.0157	4173.3	59	1485.5	5874.3	76462.7	7317.5	2.60865	1533433	1.060683	6.7	166.7	739	1669.7	3931.5	223691.3554	219092.7158	4183.1	74	51619.7	13539.5	1073.7	65.2	2199.6	0	3873.5	42.8	0	1404.9	5274.1	76141.3	7496.4	2.57094	59414	960161.9033	953666.9033	951804	133	610368.1717	723.8	827	2.61	629	2.991	1635	2.958	1437	2.081	358	2.578	190	2.675	2995	2.629	3683	2.716	2689	2.441	1971	3.006	803	2.9	4852	2.176	2235	2.587	3460	1.936	1656	2.164	2538	2.658	1173	2.59	710	2.47	1460	2.808	579	2.711	1446	2.624	1266	1.831	3555	2.27	1161	2.687	4118	2.857	3599	2.654	837	3.029	5117	2.574	5661	3.193	5799	2.458	3453	2.745	3655	2.977	480	3.631	434	2.377	710	2.834	576	2.982	1607	2.983	1494	2.112	295	2.605	274	3.269	2714	2.616	4551	2.709	2579	2.405	1976	2.908	898	2.291	5335	2.379	2062	2.598	2979	2.098	1547	2.155	2693	2.574	1130	2.578	780	2.364	1165	2.726	667	2.609	1841	2.546	1462	1.783	3567	2.244	998	2.72	4607	2.767	3841	2.717	535	3.203	5118	2.309	5589	2.974	5412	2.532	3178	2.76	3176	2.71	434	3.576	353	2.651	2348	2088	5518	3224	1205	721	8999	11287	8077	5973	2444	11905	6517	7238	4147	8892	3245	2090	4789	2249	4632	2170	9208	3375	13256	10654	2987	16016	21080	16239	11480	12030	2589	1181	2015	1977	5637	3499	1132	1335	8085	14031	7870	5846	2247	14451	5852	6514	3869	8710	3019	2061	3572	2328	5864	2410	9118	2923	14023	11126	1817	14942	19996	15567	10709	9651	2573	1081	n/a	n/a
